date,TMAX,TMIN,respondent,respondent-name,type,type-name,timezone,timezone-description,demand,value-units
2025-07-09,89.96000000000001,73.04,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,557217,megawatthours
2025-07-10,84.02,69.98,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,527963,megawatthours
2025-07-11,84.02,73.04,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,535035,megawatthours
2025-07-12,82.94,73.94,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,514307,megawatthours
2025-07-13,82.94,71.06,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,511525,megawatthours
2025-07-14,84.91999999999999,73.04,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,553017,megawatthours
2025-07-15,86.0,71.96,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,556763,megawatthours
2025-07-16,87.08000000000001,77.0,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,592140,megawatthours
2025-07-17,89.96000000000001,75.02,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,589724,megawatthours
2025-07-18,82.04,73.04,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,482873,megawatthours
2025-07-19,80.96,69.08,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,458594,megawatthours
2025-07-20,87.98,75.02,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,509431,megawatthours
2025-07-21,84.91999999999999,71.06,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,487180,megawatthours
2025-07-22,80.96,66.92,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,441587,megawatthours
2025-07-23,80.06,69.08,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,470924,megawatthours
2025-07-24,87.08000000000001,69.98,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,532796,megawatthours
2025-07-25,95.0,75.92,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,575801,megawatthours
2025-07-26,84.91999999999999,73.94,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,496179,megawatthours
2025-07-27,84.02,73.04,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,501539,megawatthours
2025-07-28,93.91999999999999,75.92,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,582872,megawatthours
2025-07-29,96.98,78.08,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,613515,megawatthours
