date,TMAX,TMIN,respondent,respondent-name,type,type-name,timezone,timezone-description,demand,value-units
2025-07-12,82.94,64.04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,696538,megawatthours
2025-07-13,89.96000000000001,64.04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,667497,megawatthours
2025-07-14,78.08,62.059999999999995,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,732597,megawatthours
2025-07-15,87.98,55.94,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,719486,megawatthours
2025-07-16,93.91999999999999,66.02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,695101,megawatthours
2025-07-17,86.0,55.94,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,702747,megawatthours
2025-07-18,69.98,55.94,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,705028,megawatthours
2025-07-19,69.98,55.04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,666403,megawatthours
2025-07-20,64.94,51.08,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,636852,megawatthours
2025-07-21,77.0,53.96,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,670983,megawatthours
2025-07-22,78.08,57.02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,671671,megawatthours
2025-07-23,82.94,57.02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,675699,megawatthours
2025-07-24,75.92,55.04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,680453,megawatthours
2025-07-25,71.06,55.04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,660913,megawatthours
2025-07-26,71.06,53.06,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,608665,megawatthours
2025-07-27,75.92,55.04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,596408,megawatthours
2025-07-28,82.04,53.96,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,675746,megawatthours
2025-07-29,84.91999999999999,57.02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,704783,megawatthours
2025-07-30,84.91999999999999,57.92,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,708895,megawatthours
2025-07-31,80.06,60.08,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,689450,megawatthours
2025-08-01,75.02,57.02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,707834,megawatthours
